id	N	mean	sd	se	sentence	task	reference
AC-OC-02-R0121	15	3.666666667	1.447493729	0.373741274	Questo, il professore ha pensato che Carla avrebbe dovuto menzionare questo problema .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0122	14	4.571428571	1.741541568	0.465446562	Maria sostiene di avere finito nessun esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0123	15	4	1.690308509	0.43643578	Nessuno studente si aspetta che qualcuno abbia finito nessun esercizio in tempo utile .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0124	15	2.933333333	1.579632266	0.407859297	Sapevo Chi Maria aveva chiamato un uomo e il dottore medicato l'anziano signore .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0125	14	3.642857143	1.499083969	0.400647043	Ci dissero quale paziente Maria voleva chiamare e il dottore visitarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0126	14	3.142857143	1.791309914	0.478747712	Ci dissero chi Maria aveva chiamato e Marco visitato l'anziano signore.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0127	15	5.133333333	1.641718032	0.423889773	il giornalista ha scritto che Susanna aveva detto che lo studente avrebbe dovuto considerare questo candidato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0128	13	2.153846154	1.463224399	0.405825431	Chi è che lui ha suggerito che lei aveva pensato che lo studente avrebbe dovuto descriverlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0129	14	5.714285714	1.857565463	0.496455253	Carlo conosceva bene il compagno di classe con cui Sara sperava sempre di fare qualcosa .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0130	14	2.285714286	1.728875643	0.462061451	quale paziente dici che Maria abbia registrato un uomo e il dottore visitato l'anziano signore?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0131	14	6.428571429	0.937614462	0.250588006	Ho sentito che Maria ha saputo quando il ministro darà il premio ai dottori.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0132	15	4.733333333	1.869555588	0.482717177	Ho sentito con chi è che Maria ti ha detto che Carlo parlerà .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0133	15	4.4	2.131397932	0.55032458	il giornalista ha scritto che Susanna aveva detto che lo studente avrebbe dovuto considerarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0134	15	3.466666667	1.407463101	0.36340541	Quale candidato lui ha detto che lei avrebbe dovuto descrivere questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0135	14	1.857142857	1.027105182	0.274505407	Sapevo quale paziente l'infermiera voleva chiamarlo e il dottore visitarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0136	15	6.2	1.373213125	0.354562104	Nessuno studente sostiene di avere mai finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0137	15	2.8	1.264911064	0.326598632	Che cos'è che il professore ha pensato che lo studente avrebbe dovuto considerare questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0138	13	3.076923077	1.754116039	0.486504255	Uno studente sostiene di avere mai finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0139	12	3.666666667	1.874873733	0.541229427	Questo, il professore ha pensato che Carla avrebbe dovuto menzionare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0140	15	3.466666667	1.245945806	0.321701824	Quale problema lui ha pensato che Carla avrebbe dovuto menzionarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0141	14	5.928571429	1.268814451	0.339104926	Ho sentito che Maria ti ha detto dove Carlo parlerà col diplomatico.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0142	15	4.8	1.934646516	0.499523583	Ci dissero che l'infermiera aveva chiamato e il dottore medicato un malato .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0143	13	6.076923077	1.705947364	0.473144669	Sapevo chi l'infermiera voleva registrare e Marco visitare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0144	15	4.6	1.638814903	0.423140188	quale paziente dici che l'infermiera voglia chiamare e il dottore medicare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0145	13	6.615384615	0.869718493	0.241216509	lo studente dovrebbe considerare questo candidato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0146	13	6.538461538	0.660225292	0.183113549	Maria ti ha detto quando Carlo farà un sopralluogo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0147	13	4.615384615	1.502135232	0.416617354	Nessuno studente si aspetta che qualcuno abbia finito nessun esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0148	15	3.733333333	1.94446712	0.502059252	Ci dissero che Maria aveva chiamato un uomo e il dottore visitato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0149	15	5.133333333	1.505545305	0.388730126	Questo, lo studente dovrebbe considerarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0150	12	6.666666667	0.651338947	0.188025358	Carla dovrebbe menzionarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0151	14	4	2.112235418	0.564518661	Ci dissero che Maria aveva chiamato e il dottore visitato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0152	14	3.642857143	1.736802671	0.464180039	Chi dici che l'infermiera abbia registrato e Marco visitato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0153	15	2.4	1.594633859	0.411732692	Chi è che Susanna ha detto che lo studente avrebbe dovuto descriverlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0154	15	5.6	1.804755623	0.465985898	Carlo conosceva bene il compagno di classe che Anna voleva sempre incontrare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0155	15	3.2	1.971221521	0.508967208	Uno studente sostiene di avere finito alcunchè in così poco tempo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0156	14	3.214285714	1.761929512	0.470895469	Nessuno si aspetta che qualcuno abbia finito nessun esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0157	13	3	1.58113883	0.43852901	Sapevo quale paziente l'infermiera voleva chiamarlo e il dottore visitare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0158	15	2.866666667	1.641718032	0.423889773	Questo problema, il giornalista ha suggerito che Susanna aveva pensato che Carla avrebbe dovuto menzionare questo problema .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0159	14	2.857142857	1.875228924	0.501176011	Maria si aspetta che qualcuno possa aver finito nessun esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0160	15	4.666666667	1.759328876	0.454256763	Questo problema, lui ha detto che lei avrebbe dovuto descriverlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0161	15	5.6	1.4040757	0.362530787	Ci dissero che l'infermiera voleva chiamarlo e il dottore visitarlo .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0162	13	4.307692308	1.493575988	0.414243447	Nessuno studente si aspetta che un altro studente abbia finito nessun esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0163	13	3.384615385	1.938146087	0.537545008	Sapevo che l'infermiera voleva registrarlo e Marco visitare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0164	15	3.4	1.804755623	0.465985898	quale paziente pensi che l'infermiera voglia registrarlo e Marco medicarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0165	14	4.285714286	1.815682598	0.485261586	Uno studente sostiene di avere finito nessun esercizio in tempo utile .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0166	12	6.166666667	1.029857301	0.297294195	Conoscevo il paziente che l'infermiera aveva visto e Marco testato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0167	13	3.461538462	1.941450687	0.538461538	Ci dissero che l'infermiera aveva chiamato un uomo e il dottore medicato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0168	15	4.933333333	1.751190072	0.452155332	Nessuno sospetta che qualcuno abbia finito alcunchè in così poco tempo .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0169	15	3.6	1.549193338	0.4	Che cos'è che Carla dovrebbe menzionare questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0170	12	4.166666667	2.329000306	0.672324477	Nessuno sospetta che qualcuno abbia finito nessun esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0171	15	6.266666667	1.222799287	0.315725418	Nessuno studente si aspetta che qualcuno abbia già finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0172	15	3.2	1.61245155	0.4163332	quale paziente dici che Maria abbia registrato e il dottore visitato l'anziano signore?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0173	15	3.066666667	1.667618776	0.430577316	Che cos'è che il giornalista ha scritto che Susanna aveva detto che lo studente avrebbe dovuto considerare questo candidato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0174	12	6.583333333	0.514928651	0.148647098	Carlo conosceva bene il compagno di classe con cui Sara voleva sempre discutere.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0175	12	6.25	0.965307299	0.278660215	Maria si aspetta che qualcuno possa aver già finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0176	15	2.666666667	1.290994449	0.333333333	Conoscevo il paziente che Maria aveva registrato un paziente e Marco medicato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0177	15	3.133333333	0.990430402	0.25572803	Chi pensi che l'infermiera voglia registrare e Marco visitarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0178	15	2.133333333	0.990430402	0.25572803	Sapevo chi Maria voleva chiamare e il dottore medicarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0179	12	5.166666667	1.527525232	0.440958552	Uno studente si aspetta che Francesco possa aver mai finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0180	11	2.818181818	1.60113596	0.482760656	quale paziente pensi che l'infermiera voglia registrarlo e Marco medicare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0181	12	5.333333333	1.61432977	0.466016864	Sapevo che Maria aveva chiamato e Marco medicato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0182	15	2.4	1.723783215	0.445078912	Sapevo chi Maria voleva chiamarlo e Marco visitare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0183	13	3.384615385	1.709700829	0.474185693	Uno studente ha finito alcunchè in così poco tempo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0184	15	4.533333333	1.922300209	0.49633578	Nessuno studente sospetta che qualcuno abbia finito nessun esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0185	15	6.266666667	1.387014608	0.358125632	Carlo conosceva bene il professore con cui Sara sperava sempre di passare il tempo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0186	15	2.666666667	1.112697281	0.287297202	quale paziente pensi che Maria abbia chiamato e Marco visitato l'anziano signore?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0187	13	3.076923077	1.497861724	0.415432096	Sapevo chi Maria voleva chiamarlo e Marco visitarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0188	15	2.533333333	1.684664726	0.434978562	Conoscevo il paziente che l'infermiera voleva chiamarlo e il dottore medicare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0189	12	5	2.174229226	0.627645914	Questo, lei dovrebbe descrivere questo candidato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0190	15	3.266666667	1.667618776	0.430577316	quale paziente pensi che Maria voglia chiamare e Marco medicarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0191	15	3.8	1.424279266	0.367747325	Maria sostiene di avere finito nessun esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0192	14	3.428571429	2.064881659	0.551862836	Questo problema, lui ha detto che lei avrebbe dovuto descrivere questo problema.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0193	14	5.642857143	0.928782732	0.248227626	quale paziente dici che Maria voglia chiamare e il dottore visitare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0194	12	3	2.088931871	0.603022689	Quale problema lui ha scritto che lei aveva detto che costui avrebbe dovuto descriverlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0195	12	4.916666667	1.729862492	0.499368288	Nessuno studente sostiene di avere finito nessun esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0196	15	5.6	1.723783215	0.445078912	Questo, lo studente dovrebbe considerare questo candidato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0197	13	2.153846154	1.068188018	0.296262051	Cos'è che Maria ti ha detto quando Carlo farà?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0198	15	2.933333333	1.709915063	0.441498171	Questo problema, lui ha detto che lei avrebbe dovuto descrivere questo candidato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0199	15	1.933333333	1.222799287	0.315725418	Conoscevo il paziente che Maria aveva registrato un paziente e Marco medicato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0200	14	4.571428571	1.869359648	0.499607381	Giulio ha scritto che lei aveva detto che lo studente avrebbe dovuto descriverlo .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0201	13	3.307692308	1.931519928	0.535707241	Questo, lui ha suggerito che lei aveva pensato che lo studente avrebbe dovuto descrivere questo problema.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0202	13	2.384615385	1.260850344	0.349696967	Che cos'è che lui ha detto che Carla avrebbe dovuto menzionare questo candidato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0203	12	5.916666667	1.443375673	0.416666667	Nessuno si aspetta che qualcuno abbia già finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0204	14	2.5	1.743118337	0.465867972	Ci mostrarono il paziente che l'infermiera aveva chiamato un paziente e Marco medicato un malato .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0205	12	2.75	1.712255291	0.494285527	quale paziente dici che Maria voglia chiamare e il dottore visitarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0206	15	6.133333333	1.35576371	0.350056685	Uno studente si aspetta che Francesco possa aver già finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0207	12	2.666666667	1.61432977	0.466016864	Conoscevo il paziente che Maria aveva registrato e Marco medicato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0208	15	3.333333333	1.447493729	0.373741274	quale paziente dici che Maria voglia chiamarlo e il dottore visitare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0209	14	3.928571429	2.400778262	0.64163498	Carlo conosceva bene la persona che incontrare sarebbe piaciuto a Anna.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0210	12	2.5	1.678744119	0.484611685	Ho sentito con chi è che Maria ti ha detto perché Carlo parlerà.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0211	13	3.384615385	1.502135232	0.416617354	Quale problema il professore ha detto che lei avrebbe dovuto descriverlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0212	13	6.384615385	1.445594545	0.400935789	Conoscevo il paziente che Maria aveva registrato e Marco medicato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0213	14	3.571428571	1.603567451	0.428571429	Quale candidato Susanna ha pensato che Carla avrebbe dovuto menzionare questo candidato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0214	15	6.466666667	1.35576371	0.350056685	Ho sentito che Maria ti ha detto che Carlo farà un sopralluogo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0215	13	3.923076923	2.059997511	0.571340512	Ci dissero che Maria aveva chiamato e il dottore visitato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0216	12	1.916666667	0.99620492	0.287579589	Chi è che lui ha affermato che il professore aveva detto che lo studente avrebbe dovuto considerare questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0217	15	5.133333333	1.884776101	0.486647097	Ci dissero quale paziente Maria voleva chiamare e il dottore visitare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0218	13	2.769230769	1.423250163	0.394738572	quale paziente pensi che Maria voglia chiamarlo e Marco medicare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
